"Title","Description","Link","Hackathon"
"DeHack","HelloACAI is Agent-based Collaborative AI infrastructure running On-Chain","https://ethglobal.b-cdn.net/projects/hbeet/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"PumpRoyale","A transparent LLM-powered attention marketplace for Twitter.","https://ethglobal.b-cdn.net/projects/v4sy5/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Curvy","Spatio is the perfect assistant for new crypto retail traders","https://ethglobal.b-cdn.net/projects/6ikch/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"HelloACAI","The BAM Protocol defines a new primitive for incentivizing provable off-chain actions on chain. In addition we have built the BAM portal v0.1, a competitive, scam resistant escrow market for Twitter KOL’s powered by our new primitive.","https://ethglobal.b-cdn.net/projects/mg10y/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"SmolKOL","Museums collection management tool with blockchain-based storage","https://ethglobal.b-cdn.net/projects/46nts/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Spatio","Create and tokenize your trading strategies on UniSwap with Story Protocol","https://ethglobal.b-cdn.net/projects/kxcda/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"BAM Protocol","We're building a rewards system for businesses, where customers earn points on every purchase. These points can be redeemed for gifts, driving customer loyalty and repeat visits.","https://ethglobal.b-cdn.net/projects/ppy1t/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Archivault","We're building a rewards system for businesses, where customers earn points on every purchase. These points can be redeemed for gifts, driving customer loyalty and repeat visits.","https://ethglobal.b-cdn.net/projects/ppy1t/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"IPFi Strategy","Still waiting for that bull cycle to arrive? Well, you tried therapy and that didn't quite work out, did it? We built Anon Therapy just for you. Speak freely to our trained AI therapists that know how to help degens like you.","https://ethglobal.b-cdn.net/projects/sjjk0/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ReFy","Empowering hackathons with decentralized, fair, and programmable judging.","https://ethglobal.b-cdn.net/projects/pceqb/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Sign up to get the latest news and updates on ETHGlobal","Stake2Meet: Stake ETH to book, show up to reclaim, valuing your time.","https://ethglobal.b-cdn.net/projects/9c8do/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ReFy","Built a decentralized, autonomous disaster response system using AI agents, drones, and blockchain to detect disasters and coordinate responses without relying on traditional infrastructure.","https://ethglobal.b-cdn.net/projects/ngboi/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Anon Therapy","Permissionless access to the OpenAI API using TEE and TLS Notary.","https://ethglobal.b-cdn.net/projects/h8oyg/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"TokenTally","PicFable allows anyone to monetize their camera roll. Just upload your photos, set the price and terms of use, and you’re done. Buyers can purchase the rights to use your images, remix them, or train AI models on them - with everything handled onchain.","https://ethglobal.b-cdn.net/projects/bzitq/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Stake2Meet","Decentralised system for real time language translations, using open-sourced AI wearables.","https://ethglobal.b-cdn.net/projects/rxyws/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"DAOsaster","A video archive aggregator that allows documentary makers to license clips from multiple archives with ease.","https://ethglobal.b-cdn.net/projects/183kk/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Permissionless GPT4","The ETH Movie Database is a decentralized app built with React and Ethereum. It allows users to vote on movies transparently via MetaMask, recording votes on-chain for a secure, tamper-proof ranking system. A showcase of blockchain's potential in entertainment","https://ethglobal.b-cdn.net/projects/msbpq/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"PicFable","A chatbot integrating a text-based currency game and a real-world auction system","https://ethglobal.b-cdn.net/projects/h8w91/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Found in Translation","Polymarket Analytics allows you to fetch and analyze all trades made by any account on Polymarket, bypassing the platform's viewing limitations. Track profit and loss over time, inspect impactful trades, and uncover trading strategies. Built using Scaffold-ETH-2 and subgraphs.","https://ethglobal.b-cdn.net/projects/vt1dm/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Archiv3","The world's first secure screenshot app that prioritizes your privacy.","https://ethglobal.b-cdn.net/projects/oa3mv/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ETH Movie Voting","AutoSplit is an expense-sharing dApp that revolutionizes debt management. Define personalized debt thresholds, and watch as automated reimbursement requests with secure payment links are effortlessly dispatched—all powered by the gas-free Skale Network.","https://ethglobal.b-cdn.net/projects/dr6oj/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Gameverse","Browser Extension for portable IP experimentation and interactions","https://ethglobal.b-cdn.net/projects/9uap2/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"PolymarketAnalytics","LCS is a dex where users press one button and automatically purchase 3 silly memecoins at random.","https://ethglobal.b-cdn.net/projects/zzzqa/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"SnapSafe","The user will input their ENS; their NFTs are processed, labeled as a type of game object (character, equipment, other), and given stats based on its floor price and traits. The NFTs get put in a world with a procedurally generated map/world with full game functionality.","https://ethglobal.b-cdn.net/projects/mnkym/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"AutoSplit","ZK Wallet improves wallet signature security and creates new authorization flows","https://ethglobal.b-cdn.net/projects/tnmaq/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"my own words","Monitor your exercise from Whoop and shame you on twitter if you don't exercise for two consecutive days!","https://ethglobal.b-cdn.net/projects/qepxo/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Left Curve Simulator","Quantum Gate unlocks EVM utilities on BTC Ordinals inscriptions.","https://ethglobal.b-cdn.net/projects/7btoa/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"IP Infinity","Create, manage and chat with your AI agents from a XMTP group chat.","https://ethglobal.b-cdn.net/projects/djqmb/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ZK Wallet","Essence Vault: a secure, efficient multisig wallet on Essential's declarative blockchain. #Essential #DeFi #Multisig #EthGlobal","https://ethglobal.b-cdn.net/projects/dmrve/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ExerciseTee","The Tip Jar is a DApp that gamifies tipping and incentives community use.","https://ethglobal.b-cdn.net/projects/789zv/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Quantum Gate","Pinnect: Interactive story co-creating platform that lets creators write and link stories on open-world.","https://ethglobal.b-cdn.net/projects/j3531/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Power Agents","One-click migration that guarantees better yield and liquidation protection.","https://ethglobal.b-cdn.net/projects/58snu/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Essence Vault","memecoin launchpad built on Rootstock, offering easy tools for creating, buying, and selling memecoins. With AI-generated designs, seamless wallet connections, and credit card payments, it makes launching and sharing memecoins fun, fast, and accessible for everyone.","https://ethglobal.b-cdn.net/projects/uubnf/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"TipJar","It's a cross chain lottery operated with LAyerZero, Dynamo, Ledger and ENS. Everybody from everywhere with everywallet can play","https://ethglobal.b-cdn.net/projects/jy2xa/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Pinnect","SoTA On-chain proofs for LLM Model Executions. DeepTrust.eth makes sure that OpenAI, Anthropic, Groq be honest about the model they are serving.","https://ethglobal.b-cdn.net/projects/6rv0v/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"JunLend","A web3 social media app that gives automatic IP rights to content creation through NFTs, making use of AI to identify derivative work.","https://ethglobal.b-cdn.net/projects/xzzxj/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"root4.fun","BulletPay is a blockchain native payment protocol. It enables instance confirmation in face to face payment while keeping the assets safely on-chain.","https://ethglobal.b-cdn.net/projects/rsx64/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"TheLottery","tradealerts notifies individuals or interest groups of trade events for a given policy.","https://ethglobal.b-cdn.net/projects/43gav/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"DeepTrust.eth","connect via ens by bumping phones with verifiable irl connections","https://ethglobal.b-cdn.net/projects/z0740/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"hoshi","Let one person trade, but many people contribute and withdraw any time they want","https://ethglobal.b-cdn.net/projects/mzh4z/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"BulletPay","Let one person trade, but many people contribute and withdraw any time they want","https://ethglobal.b-cdn.net/projects/mzh4z/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"tradealerts","Internet Astronaut is an innovative Web3-powered lottery that gives participants a once-in-a-lifetime opportunity to win a chance to become an astronaut.","https://ethglobal.b-cdn.net/projects/sq7ik/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"NFTap","Game built on TON integrated with Telegram built using react and ton smart contracts","https://ethglobal.b-cdn.net/projects/k3nq4/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Shared trading","Dextra is an on-chain text-based choose your own adventure game system ~ create or play!","https://ethglobal.b-cdn.net/projects/9wnc2/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Sign up to get the latest news and updates on ETHGlobal","Avazon creates AI agents using avatars and manages them with avatar ip assets 1.Users create avatars using prompts. 2.These avatars become AI agents, generating content like videos, music, and interacting in real-time. 3.Users can share and manage avatars and content via IP asset","https://ethglobal.b-cdn.net/projects/ed8hi/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Shared trading","Grow your savings while supporting student-athletes with crypto staking. Fans earn rewards, athletes get funded, and teams thrive.","https://ethglobal.b-cdn.net/projects/3ds1u/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Internet Astronaut","A crypto agent that helps make defi transactions safe and easy.","https://ethglobal.b-cdn.net/projects/b7qz3/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"TonGamers","LayerKit lets you deploy LayerZero into rollups like Optimism with just one command in just a few minutes. This helps developers easily test and build cross-chain dApps with full flexibility","https://ethglobal.b-cdn.net/projects/ksqw0/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Dextra","A global financial platform that enables seamless conversion and withdrawal of stablecoins across borders.","https://ethglobal.b-cdn.net/projects/qnskc/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"AVAZON","Notebook with AI powers and automatic IP protection via Blockchain.","https://ethglobal.b-cdn.net/projects/8foca/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"FanFuel","An improved version of the game "Fruit Box" in which you match apples such that they add up to ten","https://ethglobal.b-cdn.net/projects/eoxe8/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"ClippAi defi ai-gent","User Interface for verifying on-chain issued Cred Tokens in person.","https://ethglobal.b-cdn.net/projects/abp5w/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"LayerKit","Crypto and CryptotoFiat Payments assisted through whatsapp for normies to use seamless blockchain interactions","https://ethglobal.b-cdn.net/projects/6tm05/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"SwiftStable","AI agent built on Phala Network to make payments autonomously","https://ethglobal.b-cdn.net/projects/vhtrw/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Smart Storybook","HonorDAO distributes ‘Honor Token’ for every good transaction you do, and ‘Dishonor Token’ if you do a bad transaction. It allows users on Ethereum to rate the integrity of a transaction on whether the counter party held up their side of the deal.","https://ethglobal.b-cdn.net/projects/j6zw2/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"Improved Fruit Box","Alpha Scorpion is a multi-chain NFT project powered by LayerZero, offering seamless cross-chain minting, IP management, and immersive storytelling. Mint on Holesky, protect IP on Story Protocol, and unlock interactive experiences across blockchain networks. #NFT #Web3 #CrossChain","https://ethglobal.b-cdn.net/projects/bo9kn/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"CredPortal","A dApp that allows you to watermark audio files, and secure them on the blockchain","https://ethglobal.b-cdn.net/projects/6yipt/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
"OV2 SF","Introducing 桥 Protocol 🌉 — an innovative layer that offloads computation to off-chain resources, enables cross-chain delegations, and offers a universal resolver for smart contracts to ensure seamless interoperability.","https://ethglobal.b-cdn.net/projects/6o7h9/banner/default.jpg","ETHGLOBAL SAN FRANCISCO"
